71502	71503	71504	71505	71506	71507	71508	71509	71510	71511	71512	71513	71514	71515	71516	71517	71518	71519	71520	71521	71522	71523	71524	71525	71526	71527	71528	71529	71530	71531	71532	71533	71534	71535	71536	71537	71538	71539	71540	71541	71542	71543	71544
ASV.1	19977	14321	16738	0	10583	0	0	1106	2250	799	1187	178	16445	0	12974	10064	987	9405	2141	0	16598	1529	2261	270	0	1538	0	14443	132	744	19634	0	1781	5745	79	13501	7	16028	16967	14342	7329	1521	436
ASV.2	381	381	3334	5121	3359	5853	4119	10862	6189	11334	6971	881	1102	530	567	789	900	2049	3113	1130	2103	2231	6638	2599	2293	2386	1620	1779	4534	4242	862	4640	3037	5484	4066	1069	2039	2496	542	1888	3314	4250	1085
ASV.3	376	358	1183	33	932	442	429	8376	2162	5534	5149	123	502	40	1513	1063	106	1350	196	31	1463	267	4635	1522	65	53	37	2514	102	0	1717	185	340	7494	644	559	157	2415	1649	2357	5976	3871	428
ASV.4	265	98	167	5822	349	3202	7655	1679	7026	1892	819	860	459	104	139	266	1113	162	2482	727	273	2298	1185	218	1170	565	1552	160	3590	4528	62	2257	2123	579	4667	349	1744	94	72	130	305	680	1169
ASV.5	0	0	0	0	1248	4307	6746	768	4663	25	0	0	0	0	0	0	0	0	0	447	0	8441	3396	0	0	0	0	0	2063	0	61	963	8298	6371	1227	0	0	0	0	124	2309	6597	0
ASV.6	1153	943	2217	31	4	642	1576	2665	0	1524	1000	441	197	0	1687	1304	3091	1220	6	0	75	0	0	75	906	361	0	1657	5240	2622	558	5982	5024	2255	1739	1678	4057	345	286	0	2541	1401	1350
ASV.7	2055	564	3255	0	2528	282	349	838	0	61	0	208	926	2327	4500	722	450	171	3124	0	1346	66	2262	165	2936	500	141	2122	922	811	1076	3984	141	1608	1040	2044	3239	2030	117	2907	5190	403	211
ASV.8	0	0	0	4136	0	2838	1437	0	574	0	0	514	0	5592	0	0	2772	0	1513	766	0	1186	0	0	4811	3886	2545	0	1060	2741	0	1590	2513	0	1555	0	6440	0	0	0	0	0	677
ASV.9	130	0	4	1256	0	2656	2080	40	4682	19	6	553	863	1126	0	0	1115	0	872	326	0	1623	74	6	826	2619	1709	0	1990	1714	0	2087	2191	13	3196	0	2649	0	0	0	0	11	1187
ASV.10	1263	1668	152	0	0	0	0	0	0	2596	0	0	430	0	4017	2101	0	2546	0	0	704	0	0	171	0	0	0	4224	0	0	4902	0	0	1748	0	2090	0	522	2682	1217	1249	249	0
ASV.11	130	257	40	0	0	0	0	8	0	0	0	0	4241	3777	184	237	2285	154	0	0	0	0	0	0	2198	7998	3684	125	0	1353	0	0	0	0	0	1370	4563	1293	118	0	316	0	0
ASV.12	243	1019	25	0	3465	0	0	1307	0	243	274	0	158	0	1933	1521	0	434	0	0	578	0	2188	50	0	0	0	1043	0	0	930	0	0	1462	0	1363	0	141	0	593	3215	2299	0
ASV.13	0	0	0	0	0	0	3753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5215	2448	0	0	0	0	0	0	0	0	0	0	0	3084	0	0	0	0	0	2763	6947	0
ASV.14	0	0	0	0	0	0	0	0	0	0	5047	8508	0	0	0	0	0	0	0	104	0	0	0	7833	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	966
ASV.15	0	0	0	0	0	0	0	0	0	0	5732	5314	0	0	0	0	0	0	0	0	0	0	0	4748	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	4914
ASV.16	0	0	121	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9360	0	0	0	0	0	0	0	0	6596	0	110	11	0	724	153	0	0	0	2386	246	24	0	0
ASV.17	65	90	329	1133	432	462	476	1316	723	2087	1682	85	77	0	0	123	0	234	241	0	308	356	1011	712	118	0	122	224	361	152	115	429	195	592	434	90	0	251	51	217	488	590	169
ASV.18	0	401	0	0	0	0	0	0	0	0	0	0	0	0	0	1327	7560	0	10	3986	0	0	0	0	0	1689	0	0	0	0	0	0	0	0	1102	0	0	0	0	0	0	0	0
ASV.19	598	0	0	393	0	2134	78	0	0	80	109	131	682	770	0	22	231	0	1341	0	0	1050	0	31	645	1090	899	56	0	0	0	3011	347	0	178	187	292	0	0	0	0	0	195
ASV.20	11	0	0	1473	0	1213	749	0	425	0	0	256	35	1248	0	0	160	0	913	333	0	1414	0	0	60	60	247	0	363	248	0	1143	918	0	1155	0	225	4	0	0	0	0	419
ASV.21	34	27	35	152	0	415	38	45	0	0	4	8	894	1563	355	434	110	15	0	50	0	0	0	22	276	846	3142	331	3	720	419	194	302	275	10	212	848	17	0	14	662	6	0
ASV.22	0	0	0	0	0	0	0	0	0	0	0	0	168	0	0	107	571	53	3423	0	314	0	0	0	0	1513	95	286	2894	807	0	0	0	0	0	76	1481	98	0	0	0	0	0
ASV.23	14	13	249	2617	1324	565	0	0	0	0	0	0	0	13	0	81	263	119	940	309	181	0	0	0	0	0	199	226	102	487	489	1376	241	238	0	0	187	83	11	1082	259	0	0
ASV.24	205	250	597	1216	49	0	0	0	0	0	0	0	157	318	174	322	816	303	2141	326	858	0	0	0	122	214	921	401	197	212	218	82	0	9	0	68	346	223	28	650	0	0	0
ASV.25	0	0	0	1082	0	0	0	0	0	0	18	92	0	358	0	0	1123	0	2053	0	0	0	0	0	615	1078	104	0	236	449	0	92	139	216	195	0	1759	267	0	0	203	0	0
ASV.26	0	0	0	0	0	0	0	0	0	0	1118	1219	0	0	0	0	0	0	0	0	0	0	0	695	0	0	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	6398
ASV.27	0	0	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	7731	0	0	0	0	0	0	0	0	561	0	0	10	0	0	0	0	0	0	0	0	355	0	0
ASV.28	0	118	0	0	0	4657	0	0	0	0	0	0	0	0	1262	0	0	0	0	2467	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0
ASV.29	0	0	0	0	0	0	0	0	0	0	0	3232	0	0	0	0	0	0	0	0	0	0	0	3377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1956
ASV.30	0	0	0	0	0	0	0	0	0	0	694	3262	0	0	0	0	0	0	0	0	0	0	0	2843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	943
ASV.31	0	0	0	0	0	90	1479	142	123	0	0	9	7	0	0	0	0	0	147	268	0	146	0	0	26	674	309	0	284	0	0	366	3097	0	9	0	21	0	0	0	0	0	361
ASV.32	0	0	0	0	0	0	0	0	0	0	0	3042	0	0	0	0	0	0	0	0	0	0	0	4124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216
ASV.33	6	1	39	151	21	418	256	443	942	585	428	105	18	0	66	8	74	36	17	149	19	75	140	283	167	190	68	23	354	281	7	182	279	107	855	18	82	46	3	27	46	113	213
ASV.34	0	0	6	0	0	0	0	142	16	0	0	0	0	0	0	0	0	0	799	3660	0	0	0	0	485	0	0	0	1371	0	0	0	46	0	0	0	0	0	122	684	0	6	0
ASV.35	0	0	0	0	0	0	0	1899	1316	1616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2037	0	0	0	0	0	0	0	100
ASV.36	0	0	0	0	5	0	0	0	0	175	0	0	668	988	858	94	167	31	0	0	0	0	0	0	1124	250	1014	34	0	0	0	843	0	0	0	114	0	0	0	0	0	0	0
ASV.37	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	5918	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.38	133	315	0	0	0	0	0	174	0	21	0	0	1771	0	345	312	0	119	0	0	53	0	520	0	22	0	0	152	0	0	19	0	505	35	0	1126	0	166	0	0	0	0	0
ASV.39	188	0	0	0	0	0	0	0	0	0	0	31	0	921	1122	833	0	0	0	0	0	0	0	0	0	436	227	0	0	176	1443	32	0	0	0	0	0	0	0	0	0	0	0
ASV.40	90	0	0	414	0	2	74	0	0	65	0	0	59	23	6	19	113	0	662	0	0	0	0	0	1029	897	675	10	314	0	26	0	194	118	34	10	255	14	41	0	33	0	78
ASV.41	0	68	0	0	0	0	0	0	0	0	0	0	0	419	544	106	755	313	0	0	0	0	0	0	213	142	889	66	0	0	68	0	0	0	19	512	261	0	0	832	0	0	0
ASV.42	0	195	659	0	21	0	0	0	0	0	0	0	0	0	0	103	0	547	0	0	94	0	0	0	0	0	0	300	0	0	1033	0	0	333	0	267	0	962	0	0	0	0	0
ASV.43	54	0	0	575	0	0	0	0	0	0	0	0	307	52	220	107	0	0	0	0	47	0	0	0	186	440	782	220	0	255	616	0	0	139	0	39	115	22	0	0	0	0	0
ASV.44	0	0	0	0	10	943	682	114	142	0	0	0	0	0	0	0	0	0	0	0	0	0	406	0	0	216	0	0	0	89	0	52	331	276	591	0	0	0	0	0	175	50	0
ASV.45	0	0	8	139	0	243	0	0	0	0	0	0	0	0	43	0	754	322	150	124	0	0	0	0	7	170	0	63	16	0	66	0	242	266	0	0	113	456	38	480	355	0	0
ASV.46	0	0	0	0	0	0	0	0	0	0	0	0	0	4023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.47	0	0	0	0	0	0	0	1138	0	1102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1495	0	0	0	0	0	0	0	111
ASV.48	0	0	0	0	0	0	0	0	0	0	60	1566	0	0	0	0	0	0	0	0	0	0	0	925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1250
ASV.49	0	0	0	0	0	0	0	1062	0	0	0	0	231	0	0	0	0	0	0	2126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	176	0
ASV.50	28	173	0	0	0	0	0	12	0	0	0	0	431	0	0	199	0	0	0	0	0	0	0	0	1940	712	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.51	0	0	0	0	0	2	0	0	0	0	0	0	2464	0	3	0	0	0	0	0	0	0	0	0	1008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.52	0	0	25	0	71	204	121	31	0	40	0	0	0	0	0	0	0	0	175	345	108	360	55	8	0	0	0	0	0	0	315	199	392	360	344	0	0	0	6	0	162	129	0
ASV.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2064	1299	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.55	91	17	0	0	0	0	0	0	0	0	0	0	348	1046	948	9	0	295	0	63	0	0	0	0	0	334	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0
ASV.56	71	15	0	0	97	30	9	187	0	0	0	0	126	0	87	11	606	0	0	0	372	0	1228	0	0	0	50	92	0	0	0	0	0	14	0	84	0	0	0	0	154	44	0
ASV.57	0	0	0	0	0	120	0	0	0	0	0	0	0	0	47	14	169	14	22	0	37	0	0	0	0	42	57	133	278	1411	120	0	0	30	0	0	342	188	84	73	0	10	0
ASV.58	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	382	0	0	0	0	0	0	1460	0	0	0	0	1309	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.59	0	0	0	0	0	0	0	0	0	0	0	1375	0	0	0	0	0	0	0	0	0	0	0	1694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.60	0	0	0	0	0	0	0	0	0	0	0	0	0	3057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	2052	0	0	0	0	0	0	0	0	101	0	0	838	0	0	0	0
ASV.62	0	0	0	0	0	33	59	0	143	10	0	0	0	119	0	0	310	0	317	19	0	72	0	0	226	87	502	0	314	77	10	109	29	0	140	0	446	0	0	0	0	0	0
ASV.63	0	111	18	0	525	0	0	0	0	0	0	0	0	0	0	92	1227	0	3	0	23	0	0	0	0	409	93	0	0	271	0	0	0	0	137	0	23	0	0	0	0	0	0
ASV.65	137	26	60	676	0	166	133	29	26	0	0	47	34	60	49	0	9	6	0	93	0	452	67	0	28	74	73	7	44	79	7	67	133	17	68	10	50	0	8	59	45	28	41
ASV.66	0	0	78	728	330	163	0	0	0	0	0	0	0	0	0	0	60	0	251	78	0	0	0	0	0	0	53	0	0	142	144	392	0	94	0	0	0	0	0	292	82	0	0
ASV.67	155	0	0	0	0	0	0	126	0	119	242	0	0	0	245	0	0	0	285	0	0	0	1108	0	0	0	0	74	0	0	44	0	0	0	0	138	0	0	0	0	261	0	0
ASV.68	0	20	0	1134	0	0	0	0	0	0	0	0	0	16	109	20	0	11	0	119	0	0	0	0	123	668	508	0	0	0	0	0	0	0	0	9	0	25	0	0	0	0	0
ASV.69	0	59	169	327	0	0	0	0	0	0	0	0	0	88	54	0	236	83	593	83	242	0	0	0	0	65	210	121	0	0	59	0	0	0	0	0	86	63	0	151	0	0	0
ASV.70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1383	0	0	0	0	0	0	0	0	0	674	0	0	0	0	0	96	0	0	0	0	0	0	0	533
ASV.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2411	0	0	0	0	0	0	0	0	0	0	0
ASV.73	0	213	12	0	0	0	24	0	0	0	0	37	0	0	164	36	42	43	0	360	303	0	114	0	0	360	0	52	0	0	0	0	0	0	102	154	0	120	195	74	0	0	0
ASV.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.76	43	0	39	0	0	0	0	0	168	0	0	0	138	0	0	43	338	0	0	0	0	0	0	0	172	445	309	19	155	264	22	0	0	0	0	27	15	9	0	0	0	0	0
ASV.77	0	0	0	0	834	0	0	235	0	0	143	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	29	0	0	667	0	0	0	0	0	0	232	0
ASV.78	0	0	0	200	0	201	237	0	44	0	0	15	42	0	0	0	32	0	22	39	0	350	0	0	32	13	104	0	96	71	0	248	131	0	209	0	19	0	0	0	0	0	40
ASV.79	0	0	0	0	0	0	0	0	0	0	389	410	0	0	0	0	0	0	0	0	0	0	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	926
ASV.80	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	17	0	0	0	0	137	0	146	0	319	0	0	0	0	68	0	0	1170	0	0	107	0	0	0
ASV.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1331	0	0	0	0	0	0	0	0	0	0	662	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.83	26	0	0	17	0	0	35	0	0	0	0	0	24	0	0	0	109	0	52	0	0	0	0	0	0	345	1297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.85	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1871	0	0	0	0	0	5	0	0	0	0	0	0	0
ASV.86	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1787	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.88	0	0	0	0	0	21	17	0	0	0	0	11	20	5	0	0	105	0	0	0	0	90	0	0	103	286	249	0	56	462	0	206	0	0	78	0	31	0	0	0	0	0	20
ASV.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1579	0	0	0	0	0	0
ASV.92	0	10	64	208	496	0	0	4	0	32	0	0	0	0	110	21	0	28	0	0	54	0	181	5	0	0	0	15	16	0	41	0	0	89	0	0	0	0	0	34	134	17	0
ASV.93	0	0	0	0	306	74	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	281	0	0	0	0	0	0	0	0	243	201	0
ASV.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1457	0	0	0	0
ASV.95	0	0	0	0	0	0	0	0	0	0	0	0	73	0	511	20	0	0	0	0	0	0	0	0	140	138	0	0	0	122	251	0	0	0	0	0	0	0	0	158	0	0	0
ASV.96	0	0	0	0	0	0	0	0	0	0	1378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.98	0	21	0	0	132	0	0	13	0	40	0	0	0	627	0	58	0	10	0	0	0	0	0	0	0	0	0	68	0	120	0	0	0	64	0	21	0	0	0	129	19	43	0
ASV.99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.100	0	15	18	0	137	0	0	131	0	0	0	0	12	0	238	20	0	4	0	0	169	0	63	0	15	0	0	14	0	0	0	0	0	121	0	45	0	25	35	38	112	37	0
ASV.101	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	270	0	0	0	0	0	0	0	0	75	91	298	0	0	0	0	0	0	0	0	0	438	0	0	0	0	0	0
ASV.102	0	0	0	73	122	0	0	0	0	0	6	0	126	0	0	0	0	0	0	0	0	0	0	5	0	0	41	0	0	0	0	0	0	0	0	0	0	78	550	0	196	0	0
ASV.103	0	0	0	0	0	0	0	0	0	0	0	873	0	0	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	959	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1145
ASV.108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0
ASV.109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	150	0	0	0	0	0	0	0	0	766	25	92	35	0	31	0	0	0	0	0	25	0	0	6	0	0	0	0
ASV.110	386	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	802	0	0	0	0	0	157	21	10	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
