SRR1178345	SRR1178351	SRR1178352	SRR1178353	SRR1178355	SRR1178356	SRR1178357	SRR1178354	SRR1178346	SRR1178358	SRR1178347	SRR1178348	SRR1178349	SRR1178350
ASV.288	0	0	0	0	35	0	0	0	0	0	0	0	0	0
ASV.289	0	0	0	0	11	0	0	0	0	10	0	0	0	14
ASV.290	0	0	0	0	0	0	0	35	0	0	0	0	0	0
ASV.291	0	0	0	0	0	0	0	0	0	0	0	0	35	0
ASV.292	0	0	0	0	0	0	0	0	0	0	0	0	35	0
ASV.293	0	0	0	0	30	0	0	0	0	0	0	0	4	0
ASV.294	25	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV.295	0	0	0	0	0	0	0	0	0	0	0	0	0	33
ASV.296	0	0	0	0	0	0	0	0	32	0	0	0	0	0
ASV.297	0	0	0	0	0	0	0	0	0	0	0	0	32	0
ASV.298	31	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.299	31	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.300	0	0	0	0	31	0	0	0	0	0	0	0	0	0
ASV.301	0	0	0	0	31	0	0	0	0	0	0	0	0	0
ASV.302	0	0	0	0	0	0	0	0	0	14	0	0	0	17
ASV.303	0	0	0	0	0	0	0	0	0	0	0	0	31	0
ASV.305	0	0	0	0	30	0	0	0	0	0	0	0	0	0
ASV.306	0	0	0	0	30	0	0	0	0	0	0	0	0	0
ASV.307	0	0	0	0	0	0	30	0	0	0	0	0	0	0
ASV.309	0	0	0	0	0	0	0	0	0	30	0	0	0	0
ASV.310	29	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.311	9	20	0	0	0	0	0	0	0	0	0	0	0	0
ASV.313	0	0	0	0	29	0	0	0	0	0	0	0	0	0
ASV.314	0	0	0	0	0	0	0	0	12	0	0	0	17	0
ASV.315	0	0	0	0	0	0	0	0	29	0	0	0	0	0
ASV.316	0	0	0	0	0	0	0	0	0	0	0	0	18	11
ASV.317	0	0	0	0	0	0	0	0	0	0	0	0	29	0
ASV.318	28	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.319	0	28	0	0	0	0	0	0	0	0	0	0	0	0
ASV.320	0	0	10	0	18	0	0	0	0	0	0	0	0	0
ASV.321	0	0	0	0	0	0	28	0	0	0	0	0	0	0
ASV.322	0	0	0	0	0	0	0	28	0	0	0	0	0	0
ASV.324	0	0	0	0	0	0	0	0	0	0	28	0	0	0
ASV.328	0	0	0	0	0	0	0	0	27	0	0	0	0	0
ASV.329	0	0	0	0	0	0	0	0	0	0	0	0	27	0
ASV.330	0	0	0	0	0	0	0	0	0	0	0	0	27	0
ASV.331	0	26	0	0	0	0	0	0	0	0	0	0	0	0
ASV.332	0	0	26	0	0	0	0	0	0	0	0	0	0	0
ASV.334	0	0	0	0	0	0	0	0	26	0	0	0	0	0
ASV.335	0	0	0	0	0	0	0	0	0	0	26	0	0	0
ASV.336	0	0	0	0	0	0	0	0	0	0	0	0	26	0
ASV.338	0	0	0	0	0	0	0	0	0	0	25	0	0	0
ASV.339	0	0	0	0	0	0	0	0	0	0	0	0	25	0
ASV.340	24	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.341	0	0	0	0	24	0	0	0	0	0	0	0	0	0
ASV.342	0	0	0	0	8	16	0	0	0	0	0	0	0	0
ASV.343	0	0	0	0	0	0	19	0	0	5	0	0	0	0
ASV.344	0	0	0	0	0	0	0	0	0	24	0	0	0	0
ASV.345	0	0	0	0	0	0	0	0	0	0	24	0	0	0
ASV.346	0	0	0	0	0	0	0	0	0	0	0	0	24	0
ASV.347	23	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.349	0	0	0	0	23	0	0	0	0	0	0	0	0	0
ASV.350	0	0	0	0	13	0	0	0	0	0	0	0	10	0
ASV.351	0	0	0	0	0	0	0	0	23	0	0	0	0	0
ASV.352	0	0	0	0	0	0	0	0	23	0	0	0	0	0
ASV.353	0	0	0	0	0	0	0	0	0	0	0	0	23	0
ASV.354	0	0	0	0	0	0	0	0	0	0	0	0	23	0
ASV.355	0	0	0	0	0	0	0	0	0	0	0	0	23	0
ASV.356	0	0	0	0	0	0	0	0	0	0	0	0	0	23
ASV.357	22	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.358	0	0	0	22	0	0	0	0	0	0	0	0	0	0
ASV.360	0	0	0	0	0	0	0	0	22	0	0	0	0	0
ASV.361	21	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.362	0	21	0	0	0	0	0	0	0	0	0	0	0	0
ASV.363	0	0	0	21	0	0	0	0	0	0	0	0	0	0
ASV.364	0	0	0	0	21	0	0	0	0	0	0	0	0	0
ASV.366	0	0	0	0	0	0	0	0	0	0	0	21	0	0
ASV.367	0	0	0	0	0	0	0	0	0	0	0	0	0	21
ASV.369	0	20	0	0	0	0	0	0	0	0	0	0	0	0
ASV.370	0	14	0	0	0	0	0	0	0	0	0	0	6	0
ASV.371	0	0	0	0	0	20	0	0	0	0	0	0	0	0
ASV.372	0	0	0	0	0	0	20	0	0	0	0	0	0	0
ASV.373	0	0	0	0	0	0	0	0	20	0	0	0	0	0
ASV.374	0	0	0	0	0	0	0	0	0	20	0	0	0	0
ASV.375	0	0	0	0	0	0	0	0	0	0	20	0	0	0
ASV.376	0	0	0	0	0	0	0	0	0	0	20	0	0	0
ASV.378	0	0	0	0	0	0	0	0	0	0	0	0	20	0
ASV.379	0	0	0	0	0	0	0	0	0	0	0	0	20	0
ASV.380	0	0	0	0	0	0	0	0	0	0	0	0	0	20
ASV.381	8	0	0	0	0	0	0	0	11	0	0	0	0	0
ASV.382	0	0	0	0	0	19	0	0	0	0	0	0	0	0
ASV.383	0	0	0	0	0	0	0	0	0	0	0	0	19	0
ASV.384	0	0	0	0	0	0	0	0	0	0	0	0	19	0
ASV.385	0	0	0	0	0	0	0	0	0	0	0	0	0	19
ASV.387	18	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.388	0	0	0	0	18	0	0	0	0	0	0	0	0	0
ASV.389	0	0	0	0	18	0	0	0	0	0	0	0	0	0
ASV.390	0	0	0	0	18	0	0	0	0	0	0	0	0	0
ASV.391	0	0	0	0	0	0	0	0	0	0	0	0	18	0
ASV.392	0	0	0	0	17	0	0	0	0	0	0	0	0	0
ASV.393	0	0	0	0	17	0	0	0	0	0	0	0	0	0
ASV.394	0	0	0	0	17	0	0	0	0	0	0	0	0	0
ASV.395	0	0	0	0	0	0	0	0	17	0	0	0	0	0
ASV.397	0	0	0	0	0	0	0	0	17	0	0	0	0	0
ASV.398	0	0	0	0	0	0	0	0	0	17	0	0	0	0
ASV.399	0	0	0	0	0	0	0	0	0	0	0	0	17	0
ASV.400	0	0	0	0	0	0	0	0	0	0	0	0	17	0
ASV.401	16	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.402	16	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.403	0	16	0	0	0	0	0	0	0	0	0	0	0	0
ASV.404	0	0	16	0	0	0	0	0	0	0	0	0	0	0
ASV.405	0	0	0	16	0	0	0	0	0	0	0	0	0	0
ASV.406	0	0	0	0	16	0	0	0	0	0	0	0	0	0
ASV.407	0	0	0	0	16	0	0	0	0	0	0	0	0	0
ASV.408	0	0	0	0	0	16	0	0	0	0	0	0	0	0
ASV.409	0	0	0	0	0	0	0	16	0	0	0	0	0	0
ASV.410	0	0	0	0	0	0	0	0	16	0	0	0	0	0
ASV.411	0	0	0	0	0	0	0	0	0	16	0	0	0	0
ASV.412	0	0	0	0	0	0	0	0	0	16	0	0	0	0
ASV.413	0	0	0	0	0	0	0	0	0	0	16	0	0	0
ASV.414	0	0	0	0	0	0	0	0	0	0	0	0	16	0
ASV.415	0	0	0	0	0	0	0	0	0	0	0	0	16	0
ASV.416	0	0	0	0	0	0	0	0	0	0	0	0	16	0
ASV.418	0	0	0	0	15	0	0	0	0	0	0	0	0	0
ASV.420	0	0	0	0	0	0	0	0	15	0	0	0	0	0
ASV.421	0	0	0	0	0	0	0	0	0	0	15	0	0	0
ASV.423	0	0	0	0	0	0	0	0	0	0	0	15	0	0
ASV.424	0	0	0	0	0	0	0	0	0	0	0	0	15	0
ASV.425	0	0	0	0	0	0	0	0	0	0	0	0	15	0
ASV.426	14	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.428	0	14	0	0	0	0	0	0	0	0	0	0	0	0
ASV.430	0	14	0	0	0	0	0	0	0	0	0	0	0	0
ASV.431	0	0	0	0	14	0	0	0	0	0	0	0	0	0
ASV.432	0	0	0	0	14	0	0	0	0	0	0	0	0	0
ASV.433	0	0	0	0	0	14	0	0	0	0	0	0	0	0
ASV.434	0	0	0	0	0	14	0	0	0	0	0	0	0	0
ASV.435	0	0	0	0	0	0	0	0	14	0	0	0	0	0
ASV.436	13	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.437	13	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.438	0	13	0	0	0	0	0	0	0	0	0	0	0	0
ASV.439	0	13	0	0	0	0	0	0	0	0	0	0	0	0
ASV.440	0	0	0	13	0	0	0	0	0	0	0	0	0	0
ASV.441	0	0	0	0	13	0	0	0	0	0	0	0	0	0
ASV.442	0	0	0	0	13	0	0	0	0	0	0	0	0	0
ASV.443	0	0	0	0	13	0	0	0	0	0	0	0	0	0
ASV.444	0	0	0	0	13	0	0	0	0	0	0	0	0	0
ASV.446	0	0	0	0	0	0	13	0	0	0	0	0	0	0
ASV.447	0	0	0	0	0	0	0	0	13	0	0	0	0	0
ASV.448	0	0	0	0	0	0	0	0	13	0	0	0	0	0
ASV.449	0	0	0	0	0	0	0	0	13	0	0	0	0	0
ASV.450	0	0	0	0	0	0	0	0	0	13	0	0	0	0
ASV.451	0	0	0	0	0	0	0	0	0	0	0	13	0	0
ASV.452	0	0	0	0	0	0	0	0	0	0	0	0	13	0
ASV.453	0	0	0	0	0	0	0	0	0	0	0	0	13	0
ASV.454	0	0	0	0	0	0	0	0	0	0	0	0	13	0
ASV.455	0	0	0	0	0	0	0	0	0	0	0	0	0	13
ASV.456	12	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.457	12	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.458	12	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.459	12	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.460	0	12	0	0	0	0	0	0	0	0	0	0	0	0
ASV.461	0	12	0	0	0	0	0	0	0	0	0	0	0	0
ASV.463	0	12	0	0	0	0	0	0	0	0	0	0	0	0
ASV.464	0	12	0	0	0	0	0	0	0	0	0	0	0	0
ASV.465	0	0	0	0	12	0	0	0	0	0	0	0	0	0
ASV.466	0	0	0	0	12	0	0	0	0	0	0	0	0	0
ASV.467	0	0	0	0	12	0	0	0	0	0	0	0	0	0
ASV.468	0	0	0	0	12	0	0	0	0	0	0	0	0	0
ASV.469	0	0	0	0	0	12	0	0	0	0	0	0	0	0
ASV.470	0	0	0	0	0	12	0	0	0	0	0	0	0	0
ASV.472	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV.474	0	0	0	0	0	0	0	0	0	0	12	0	0	0
ASV.475	0	0	0	0	0	0	0	0	0	0	0	12	0	0
ASV.476	0	0	0	0	0	0	0	0	0	0	0	0	12	0
ASV.477	0	0	0	0	0	0	0	0	0	0	0	0	12	0
ASV.478	0	0	0	0	0	0	0	0	0	0	0	0	12	0
ASV.479	0	0	0	0	0	0	0	0	0	0	0	0	12	0
ASV.481	11	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.482	11	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.484	0	0	0	11	0	0	0	0	0	0	0	0	0	0
ASV.485	0	0	0	0	11	0	0	0	0	0	0	0	0	0
ASV.486	0	0	0	0	11	0	0	0	0	0	0	0	0	0
ASV.487	0	0	0	0	11	0	0	0	0	0	0	0	0	0
ASV.489	0	0	0	0	0	0	0	0	11	0	0	0	0	0
ASV.491	0	0	0	0	0	0	0	0	0	0	0	11	0	0
ASV.492	0	0	0	0	0	0	0	0	0	0	0	0	11	0
ASV.493	0	0	0	0	0	0	0	0	0	0	0	0	11	0
ASV.496	0	10	0	0	0	0	0	0	0	0	0	0	0	0
ASV.499	0	0	0	0	10	0	0	0	0	0	0	0	0	0
ASV.500	0	0	0	0	10	0	0	0	0	0	0	0	0	0
ASV.501	0	0	0	0	10	0	0	0	0	0	0	0	0	0
ASV.502	0	0	0	0	10	0	0	0	0	0	0	0	0	0
ASV.503	0	0	0	0	10	0	0	0	0	0	0	0	0	0
ASV.505	0	0	0	0	0	10	0	0	0	0	0	0	0	0
ASV.507	0	0	0	0	0	0	10	0	0	0	0	0	0	0
ASV.508	0	0	0	0	0	0	0	10	0	0	0	0	0	0
ASV.509	0	0	0	0	0	0	0	0	0	10	0	0	0	0
ASV.510	0	0	0	0	0	0	0	0	0	0	10	0	0	0
ASV.511	0	0	0	0	0	0	0	0	0	0	0	10	0	0
ASV.512	0	0	0	0	0	0	0	0	0	0	0	0	10	0
ASV.513	0	0	0	0	0	0	0	0	0	0	0	0	0	10
ASV.516	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ASV.517	0	0	0	0	9	0	0	0	0	0	0	0	0	0
ASV.518	0	0	0	0	9	0	0	0	0	0	0	0	0	0
ASV.519	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV.520	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ASV.521	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ASV.522	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ASV.523	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ASV.524	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ASV.525	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.526	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.527	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.528	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.529	0	8	0	0	0	0	0	0	0	0	0	0	0	0
ASV.530	0	8	0	0	0	0	0	0	0	0	0	0	0	0
ASV.531	0	0	8	0	0	0	0	0	0	0	0	0	0	0
ASV.532	0	0	0	8	0	0	0	0	0	0	0	0	0	0
ASV.533	0	0	0	8	0	0	0	0	0	0	0	0	0	0
ASV.534	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV.535	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV.536	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV.537	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV.538	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV.540	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV.542	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV.543	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ASV.544	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ASV.545	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ASV.546	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ASV.547	0	0	0	0	0	0	0	0	0	8	0	0	0	0
ASV.549	0	0	0	0	0	0	0	0	0	0	0	0	8	0
ASV.550	0	0	0	0	0	0	0	0	0	0	0	0	8	0
ASV.552	0	0	0	0	0	0	0	0	0	0	0	0	8	0
ASV.553	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.554	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.556	0	7	0	0	0	0	0	0	0	0	0	0	0	0
ASV.557	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ASV.558	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ASV.559	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ASV.560	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ASV.561	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ASV.562	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.564	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ASV.565	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ASV.566	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.568	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.569	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.570	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ASV.571	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ASV.572	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ASV.573	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ASV.574	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ASV.575	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ASV.576	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ASV.577	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ASV.578	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ASV.581	0	0	0	0	0	0	0	0	0	0	0	6	0	0
ASV.582	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ASV.583	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ASV.586	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.587	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.588	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV.589	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ASV.590	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ASV.592	0	0	0	0	5	0	0	0	0	0	0	0	0	0
ASV.593	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV.595	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.598	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ASV.599	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ASV.600	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ASV.601	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ASV.602	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ASV.603	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.605	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.606	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.607	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.610	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV.611	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV.613	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ASV.616	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.618	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ASV.619	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ASV.620	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ASV.622	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ASV.623	0	0	0	0	3	0	0	0	0	0	0	0	0	0
ASV.626	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ASV.627	0	0	0	0	0	0	0	0	0	0	0	3	0	0
ASV.628	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ASV.629	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ASV.630	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ASV.632	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.634	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.636	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.638	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.641	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ASV.645	0	0	0	0	0	0	0	0	0	0	0	2	0	0
ASV.650	0	1	0	0	0	0	0	0	0	0	0	0	0	0
