SRR1178399	SRR1178406	SRR1178373	SRR1178374	SRR1178375	SRR1178376	SRR1178377	SRR1178378	SRR1178393	SRR1178394	SRR1178395	SRR1178396	SRR1178397	SRR1178398
ASV.313	0	0	0	0	0	0	0	0	31	0	0	0	0	0
ASV.314	0	0	0	0	0	0	0	0	31	0	0	0	0	0
ASV.315	0	0	0	0	0	0	0	0	0	31	0	0	0	0
ASV.316	0	30	0	0	0	0	0	0	0	0	0	0	0	0
ASV.317	0	0	30	0	0	0	0	0	0	0	0	0	0	0
ASV.318	0	0	16	0	0	0	0	0	0	0	14	0	0	0
ASV.319	0	0	0	0	0	0	0	30	0	0	0	0	0	0
ASV.320	0	0	0	0	0	0	0	19	0	0	11	0	0	0
ASV.321	0	0	0	0	0	0	0	0	30	0	0	0	0	0
ASV.322	29	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.323	0	0	0	0	29	0	0	0	0	0	0	0	0	0
ASV.324	0	0	0	0	29	0	0	0	0	0	0	0	0	0
ASV.325	0	0	0	0	29	0	0	0	0	0	0	0	0	0
ASV.326	0	0	0	0	0	0	29	0	0	0	0	0	0	0
ASV.327	0	0	0	0	0	0	0	0	0	29	0	0	0	0
ASV.328	0	0	0	0	0	0	0	0	0	29	0	0	0	0
ASV.329	0	0	0	0	0	0	0	0	0	29	0	0	0	0
ASV.330	0	0	0	0	0	0	28	0	0	0	0	0	0	0
ASV.331	0	0	0	0	0	0	28	0	0	0	0	0	0	0
ASV.332	0	0	0	0	0	0	0	18	10	0	0	0	0	0
ASV.333	0	0	0	0	0	0	0	0	28	0	0	0	0	0
ASV.334	0	0	0	0	0	0	0	0	0	28	0	0	0	0
ASV.335	0	0	0	0	27	0	0	0	0	0	0	0	0	0
ASV.336	0	0	0	0	0	0	0	0	27	0	0	0	0	0
ASV.337	0	0	0	0	0	0	0	0	0	27	0	0	0	0
ASV.338	0	0	0	0	0	0	0	0	0	27	0	0	0	0
ASV.339	0	0	0	0	26	0	0	0	0	0	0	0	0	0
ASV.340	0	0	0	0	26	0	0	0	0	0	0	0	0	0
ASV.341	0	0	0	0	0	0	0	0	26	0	0	0	0	0
ASV.342	0	0	0	0	0	0	0	0	26	0	0	0	0	0
ASV.343	0	0	0	0	0	0	0	0	0	26	0	0	0	0
ASV.344	0	0	0	0	0	0	0	0	0	26	0	0	0	0
ASV.345	0	0	0	0	0	0	0	0	0	0	0	26	0	0
ASV.346	0	0	25	0	0	0	0	0	0	0	0	0	0	0
ASV.347	0	0	0	25	0	0	0	0	0	0	0	0	0	0
ASV.348	0	0	0	0	25	0	0	0	0	0	0	0	0	0
ASV.349	0	0	0	0	25	0	0	0	0	0	0	0	0	0
ASV.350	0	0	0	0	0	0	0	6	0	0	19	0	0	0
ASV.351	0	0	0	0	0	0	0	0	0	25	0	0	0	0
ASV.352	0	0	0	0	0	0	0	0	0	0	0	25	0	0
ASV.353	24	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.354	0	0	0	0	12	0	12	0	0	0	0	0	0	0
ASV.355	0	0	0	0	0	0	24	0	0	0	0	0	0	0
ASV.356	0	0	0	0	0	0	0	24	0	0	0	0	0	0
ASV.357	0	0	0	0	0	0	0	0	24	0	0	0	0	0
ASV.358	0	0	0	0	0	0	0	0	0	24	0	0	0	0
ASV.359	0	0	0	0	0	0	0	0	0	24	0	0	0	0
ASV.360	0	0	0	0	0	0	0	0	0	24	0	0	0	0
ASV.361	23	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.362	17	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.363	0	0	0	0	23	0	0	0	0	0	0	0	0	0
ASV.364	0	0	0	0	23	0	0	0	0	0	0	0	0	0
ASV.365	0	0	0	0	0	0	0	0	23	0	0	0	0	0
ASV.366	0	0	0	0	0	0	0	0	23	0	0	0	0	0
ASV.367	0	0	0	0	0	0	0	0	23	0	0	0	0	0
ASV.368	0	0	0	0	0	0	0	0	23	0	0	0	0	0
ASV.369	0	0	0	0	0	0	0	0	0	23	0	0	0	0
ASV.370	0	0	0	0	0	0	0	0	0	23	0	0	0	0
ASV.371	0	0	0	0	0	0	0	0	0	23	0	0	0	0
ASV.372	0	0	0	0	0	0	0	0	0	23	0	0	0	0
ASV.373	0	0	0	0	0	0	0	0	0	23	0	0	0	0
ASV.374	22	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.375	0	0	0	0	22	0	0	0	0	0	0	0	0	0
ASV.376	0	0	0	0	22	0	0	0	0	0	0	0	0	0
ASV.377	0	0	0	0	0	0	8	0	0	14	0	0	0	0
ASV.378	0	0	0	0	0	0	22	0	0	0	0	0	0	0
ASV.379	0	0	0	0	0	0	0	0	0	22	0	0	0	0
ASV.380	0	0	0	0	0	0	0	0	0	0	0	6	16	0
ASV.381	0	0	21	0	0	0	0	0	0	0	0	0	0	0
ASV.382	0	0	0	0	21	0	0	0	0	0	0	0	0	0
ASV.383	0	0	0	0	21	0	0	0	0	0	0	0	0	0
ASV.384	0	0	0	0	21	0	0	0	0	0	0	0	0	0
ASV.385	0	0	0	0	0	0	0	0	21	0	0	0	0	0
ASV.386	0	0	0	0	0	0	0	0	21	0	0	0	0	0
ASV.387	0	0	0	0	0	0	0	0	21	0	0	0	0	0
ASV.388	0	0	0	0	0	0	0	0	21	0	0	0	0	0
ASV.389	0	0	0	0	0	0	0	0	0	21	0	0	0	0
ASV.390	0	0	0	0	0	0	0	0	0	21	0	0	0	0
ASV.391	0	0	0	0	0	0	0	0	0	21	0	0	0	0
ASV.392	0	0	0	0	0	0	0	0	0	0	0	21	0	0
ASV.393	0	0	0	0	0	0	0	0	0	0	0	0	21	0
ASV.394	0	0	0	0	0	0	0	0	0	0	0	0	21	0
ASV.395	0	0	20	0	0	0	0	0	0	0	0	0	0	0
ASV.396	0	0	0	20	0	0	0	0	0	0	0	0	0	0
ASV.398	0	0	0	0	18	0	0	0	0	0	0	2	0	0
ASV.399	0	0	0	0	0	0	0	0	20	0	0	0	0	0
ASV.400	0	0	0	0	0	0	0	0	0	20	0	0	0	0
ASV.401	0	0	0	0	0	0	0	0	0	20	0	0	0	0
ASV.402	0	0	0	0	0	0	0	0	0	20	0	0	0	0
ASV.403	0	0	0	0	0	0	0	0	0	20	0	0	0	0
ASV.404	0	0	0	0	0	0	0	0	0	0	20	0	0	0
ASV.405	0	0	0	0	0	19	0	0	0	0	0	0	0	0
ASV.406	0	0	0	0	0	0	19	0	0	0	0	0	0	0
ASV.407	0	0	0	0	0	0	0	19	0	0	0	0	0	0
ASV.408	0	0	0	0	0	0	0	0	19	0	0	0	0	0
ASV.409	0	0	0	0	0	0	0	0	0	19	0	0	0	0
ASV.410	0	0	0	0	0	0	0	0	0	19	0	0	0	0
ASV.411	0	0	0	0	0	0	0	0	0	19	0	0	0	0
ASV.412	0	0	0	0	0	0	0	0	0	19	0	0	0	0
ASV.413	0	0	0	0	0	0	0	0	0	0	0	19	0	0
ASV.414	0	0	0	0	0	0	0	0	0	0	0	19	0	0
ASV.415	0	0	0	0	0	0	0	0	0	0	0	0	19	0
ASV.416	0	0	0	0	0	0	0	0	0	0	0	0	19	0
ASV.417	18	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.418	18	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.419	11	0	0	0	7	0	0	0	0	0	0	0	0	0
ASV.420	7	0	0	0	0	0	0	0	0	11	0	0	0	0
ASV.421	0	0	7	0	11	0	0	0	0	0	0	0	0	0
ASV.422	0	0	0	0	0	0	18	0	0	0	0	0	0	0
ASV.423	0	0	0	0	0	0	18	0	0	0	0	0	0	0
ASV.424	0	0	0	0	0	0	0	0	18	0	0	0	0	0
ASV.425	0	0	0	0	0	0	0	0	18	0	0	0	0	0
ASV.426	0	0	0	0	0	0	0	0	18	0	0	0	0	0
ASV.427	0	0	0	0	0	0	0	0	0	18	0	0	0	0
ASV.428	0	0	0	0	0	0	0	0	0	18	0	0	0	0
ASV.429	0	0	0	0	0	0	0	0	0	18	0	0	0	0
ASV.430	0	0	0	0	0	0	0	0	0	18	0	0	0	0
ASV.431	0	0	0	0	0	0	0	0	0	18	0	0	0	0
ASV.432	0	0	0	0	0	0	0	0	0	18	0	0	0	0
ASV.433	0	0	0	0	0	0	0	0	0	18	0	0	0	0
ASV.434	0	0	0	0	0	0	0	0	0	18	0	0	0	0
ASV.435	0	0	0	0	0	0	0	0	0	0	0	18	0	0
ASV.436	0	0	17	0	0	0	0	0	0	0	0	0	0	0
ASV.438	0	0	0	0	0	0	0	0	17	0	0	0	0	0
ASV.439	0	0	0	0	0	0	0	0	0	17	0	0	0	0
ASV.440	0	0	0	0	0	0	0	0	0	17	0	0	0	0
ASV.441	0	0	0	0	0	0	0	0	0	17	0	0	0	0
ASV.442	0	0	0	0	0	0	0	0	0	17	0	0	0	0
ASV.443	0	0	0	0	0	0	0	0	0	17	0	0	0	0
ASV.444	0	0	0	0	0	0	0	0	0	0	0	17	0	0
ASV.445	0	0	0	0	0	0	0	0	0	0	0	0	17	0
ASV.446	16	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.447	7	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV.448	0	16	0	0	0	0	0	0	0	0	0	0	0	0
ASV.449	0	0	0	0	16	0	0	0	0	0	0	0	0	0
ASV.450	0	0	0	0	8	0	8	0	0	0	0	0	0	0
ASV.451	0	0	0	0	0	16	0	0	0	0	0	0	0	0
ASV.452	0	0	0	0	0	0	0	0	16	0	0	0	0	0
ASV.453	0	0	0	0	0	0	0	0	16	0	0	0	0	0
ASV.454	0	0	0	0	0	0	0	0	0	16	0	0	0	0
ASV.455	0	0	0	0	0	0	0	0	0	16	0	0	0	0
ASV.456	0	0	0	0	0	0	0	0	0	16	0	0	0	0
ASV.457	15	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.458	7	0	0	0	0	0	0	0	0	4	0	0	4	0
ASV.459	0	0	0	0	15	0	0	0	0	0	0	0	0	0
ASV.461	0	0	0	0	0	15	0	0	0	0	0	0	0	0
ASV.462	0	0	0	0	0	0	0	0	15	0	0	0	0	0
ASV.463	0	0	0	0	0	0	0	0	0	15	0	0	0	0
ASV.464	0	0	0	0	0	0	0	0	0	15	0	0	0	0
ASV.465	0	0	0	0	0	0	0	0	0	15	0	0	0	0
ASV.466	0	0	0	0	0	0	0	0	0	0	0	15	0	0
ASV.467	0	0	0	0	0	0	0	0	0	0	0	0	0	15
ASV.468	0	0	0	0	0	0	0	14	0	0	0	0	0	0
ASV.469	0	0	0	0	0	0	0	0	14	0	0	0	0	0
ASV.470	0	0	0	0	0	0	0	0	14	0	0	0	0	0
ASV.471	0	0	0	0	0	0	0	0	0	14	0	0	0	0
ASV.472	0	0	0	0	0	0	0	0	0	14	0	0	0	0
ASV.473	0	0	0	0	0	0	0	0	0	14	0	0	0	0
ASV.474	0	0	0	0	0	0	0	0	0	0	0	14	0	0
ASV.475	0	0	0	0	0	0	0	0	0	0	0	0	14	0
ASV.476	0	0	0	0	13	0	0	0	0	0	0	0	0	0
ASV.477	0	0	0	0	13	0	0	0	0	0	0	0	0	0
ASV.478	0	0	0	0	13	0	0	0	0	0	0	0	0	0
ASV.479	0	0	0	0	13	0	0	0	0	0	0	0	0	0
ASV.480	0	0	0	0	6	0	0	0	0	0	0	0	7	0
ASV.481	0	0	0	0	0	13	0	0	0	0	0	0	0	0
ASV.482	0	0	0	0	0	0	13	0	0	0	0	0	0	0
ASV.483	0	0	0	0	0	0	13	0	0	0	0	0	0	0
ASV.484	0	0	0	0	0	0	13	0	0	0	0	0	0	0
ASV.485	0	0	0	0	0	0	0	0	13	0	0	0	0	0
ASV.486	0	0	0	0	0	0	0	0	13	0	0	0	0	0
ASV.487	0	0	0	0	0	0	0	0	13	0	0	0	0	0
ASV.488	0	0	0	0	0	0	0	0	0	13	0	0	0	0
ASV.489	0	0	0	0	0	0	0	0	0	13	0	0	0	0
ASV.490	0	0	0	0	0	0	0	0	0	13	0	0	0	0
ASV.491	0	0	0	0	0	0	0	0	0	13	0	0	0	0
ASV.492	0	0	0	0	0	0	0	0	0	0	0	13	0	0
ASV.493	0	0	0	0	0	0	0	0	0	0	0	13	0	0
ASV.494	0	0	12	0	0	0	0	0	0	0	0	0	0	0
ASV.495	0	0	0	0	0	0	12	0	0	0	0	0	0	0
ASV.496	0	0	0	0	0	0	12	0	0	0	0	0	0	0
ASV.497	0	0	0	0	0	0	0	0	12	0	0	0	0	0
ASV.498	0	0	0	0	0	0	0	0	12	0	0	0	0	0
ASV.499	0	0	0	0	0	0	0	0	12	0	0	0	0	0
ASV.500	0	0	0	0	0	0	0	0	0	12	0	0	0	0
ASV.501	0	0	0	0	0	0	0	0	0	12	0	0	0	0
ASV.502	0	0	0	0	0	0	0	0	0	12	0	0	0	0
ASV.503	0	0	0	0	0	0	0	0	0	12	0	0	0	0
ASV.504	0	0	0	0	0	0	0	0	0	12	0	0	0	0
ASV.505	11	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.506	11	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.507	0	0	0	0	0	0	11	0	0	0	0	0	0	0
ASV.508	0	0	0	0	0	0	11	0	0	0	0	0	0	0
ASV.509	0	0	0	0	0	0	0	0	11	0	0	0	0	0
ASV.510	0	0	0	0	0	0	0	0	0	11	0	0	0	0
ASV.511	0	0	0	0	0	0	0	0	0	11	0	0	0	0
ASV.512	0	0	0	0	0	0	0	0	0	11	0	0	0	0
ASV.513	0	0	0	0	0	0	0	0	0	11	0	0	0	0
ASV.514	0	0	0	0	0	0	0	0	0	11	0	0	0	0
ASV.515	0	0	0	0	0	0	0	0	0	11	0	0	0	0
ASV.516	0	0	0	0	0	0	0	0	0	11	0	0	0	0
ASV.517	0	0	0	0	0	0	0	0	0	11	0	0	0	0
ASV.518	0	0	0	0	0	0	0	0	0	11	0	0	0	0
ASV.519	0	0	0	0	0	0	0	0	0	0	0	0	11	0
ASV.520	0	0	0	0	0	0	0	0	0	0	0	0	11	0
ASV.521	10	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.522	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ASV.523	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ASV.525	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ASV.526	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ASV.527	0	0	0	0	10	0	0	0	0	0	0	0	0	0
ASV.528	0	0	0	0	0	10	0	0	0	0	0	0	0	0
ASV.529	0	0	0	0	0	0	10	0	0	0	0	0	0	0
ASV.530	0	0	0	0	0	0	10	0	0	0	0	0	0	0
ASV.531	0	0	0	0	0	0	0	0	10	0	0	0	0	0
ASV.532	0	0	0	0	0	0	0	0	0	10	0	0	0	0
ASV.533	0	0	0	0	0	0	0	0	0	0	0	10	0	0
ASV.534	0	0	0	0	0	0	0	0	0	0	0	10	0	0
ASV.535	0	0	0	0	0	0	0	0	0	0	0	0	10	0
ASV.536	9	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.537	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV.538	0	9	0	0	0	0	0	0	0	0	0	0	0	0
ASV.539	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ASV.540	0	0	0	0	0	0	9	0	0	0	0	0	0	0
ASV.541	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV.542	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV.544	0	0	0	0	0	0	0	0	0	9	0	0	0	0
ASV.545	0	0	0	0	0	0	0	0	0	9	0	0	0	0
ASV.546	0	0	0	0	0	0	0	0	0	9	0	0	0	0
ASV.547	0	0	0	0	0	0	0	0	0	9	0	0	0	0
ASV.548	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ASV.549	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ASV.550	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV.551	0	0	0	0	0	0	0	0	0	0	0	0	0	9
ASV.552	0	0	8	0	0	0	0	0	0	0	0	0	0	0
ASV.553	0	0	8	0	0	0	0	0	0	0	0	0	0	0
ASV.554	0	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV.555	0	0	0	0	0	0	8	0	0	0	0	0	0	0
ASV.556	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV.557	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV.558	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV.559	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ASV.560	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ASV.561	0	0	0	0	0	0	0	0	8	0	0	0	0	0
ASV.562	0	0	0	0	0	0	0	0	0	8	0	0	0	0
ASV.563	0	0	0	0	0	0	0	0	0	0	0	8	0	0
ASV.564	0	0	0	0	0	0	0	0	0	0	0	0	8	0
ASV.565	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.566	0	0	0	7	0	0	0	0	0	0	0	0	0	0
ASV.567	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ASV.568	0	0	0	0	7	0	0	0	0	0	0	0	0	0
ASV.569	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.570	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ASV.571	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ASV.572	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ASV.574	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ASV.575	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ASV.576	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.577	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.578	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.579	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.580	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.581	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.582	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.583	0	0	0	0	0	0	0	0	0	0	0	7	0	0
ASV.584	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ASV.585	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.586	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.587	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.588	0	0	6	0	0	0	0	0	0	0	0	0	0	0
ASV.590	0	0	0	0	6	0	0	0	0	0	0	0	0	0
ASV.591	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.592	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.593	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.594	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.595	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.596	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.597	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.598	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ASV.599	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ASV.600	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ASV.601	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ASV.602	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ASV.603	0	0	0	0	0	0	0	0	0	0	0	6	0	0
ASV.604	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ASV.605	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV.606	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.607	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ASV.609	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ASV.611	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ASV.612	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.613	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.614	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.615	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV.616	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV.617	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV.618	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV.619	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV.620	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.623	0	0	0	0	0	0	4	0	0	0	0	0	0	0
ASV.624	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV.625	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.628	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV.629	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV.630	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV.631	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV.632	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV.633	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV.634	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV.635	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ASV.639	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ASV.641	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.642	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.643	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV.644	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ASV.646	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ASV.647	0	0	0	0	0	0	0	0	0	2	0	0	0	0
