Hanna2-63684A	Hanna14-63688A	Hanna16-63690A	Hanna18-63694A	Hanna20-63696A	Hanna22-63698A	Hanna24-63700A	Hanna28-63708A	Hanna4-63712A	Hanna6-63728A	Hanna30-63738A	Hanna33-63744A	Hanna35-63746A	Hanna37-63750A	Hanna39-63754A	Hanna8-63758A	Hanna10-64077A	Hanna12-64089A	Hanna41-64096A	Hanna43-64098A	Hanna46-64100A	Hanna45-64102A	Hanna48-64106A	Hanna50-64108A	Hanna52-64110A	Hanna54-64114A	Hanna56-64118A
ASV.215	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.216	0	0	0	0	0	0	0	0	0	0	0	100	23	23	0	0	0	0	0	0	0	0	15	16	6	0	0
ASV.217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	21	0	0
ASV.218	0	39	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	63	0	31	0	0	0	0	0
ASV.219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0
ASV.221	0	0	0	0	0	0	0	0	0	0	0	59	37	60	21	0	0	0	0	0	0	0	0	0	0	0	0
ASV.223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0
ASV.224	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	68	0	32	0	0	0	0	0
ASV.226	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	27	0	0	0	0	0	0	0	86	0	0
ASV.227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	68	0	0	0	0	0
ASV.228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0
ASV.229	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.231	0	0	0	0	0	0	0	0	0	14	38	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.232	0	0	0	0	0	0	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0
ASV.234	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.235	125	0	0	0	0	11	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0
ASV.238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0
ASV.239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0
ASV.240	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0
ASV.242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0
ASV.244	0	0	0	0	28	17	0	0	10	0	0	0	22	34	16	0	17	0	0	0	0	0	0	0	0	12	0
ASV.245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	123	0	0	0	0	0
ASV.247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0
ASV.249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0
ASV.251	0	27	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	32	0	0	0	0	0
ASV.253	0	20	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	41	27	0	0	0	0
ASV.254	0	0	0	0	0	0	0	0	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	90	0	0	0
ASV.256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0
ASV.257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0
ASV.258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0
ASV.259	0	0	48	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0
ASV.263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0
ASV.264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	49	0	0
ASV.265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0
ASV.266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0
ASV.267	24	0	0	0	33	0	0	40	0	0	0	0	0	0	11	0	0	24	0	0	0	0	0	0	0	0	0
ASV.268	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.269	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0
ASV.271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0
ASV.272	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0
ASV.274	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0
ASV.276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0
ASV.277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	35	0	0	0	0	0
ASV.278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0
ASV.281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0
ASV.282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	78	0	0
ASV.283	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118
ASV.285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0
ASV.287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0
ASV.288	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	25	0	84	0	0
ASV.291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0
ASV.292	0	0	0	0	0	0	0	0	0	39	0	0	0	46	0	0	24	0	0	0	0	0	0	0	0	0	0
ASV.293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0
ASV.294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	65	0	0	0	0	0	0	0
ASV.295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	55	0	0	0	0	0
ASV.296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	43	0	0	0
ASV.297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106
ASV.298	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.300	0	0	0	0	0	0	0	0	0	0	0	42	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	92	0	0	0	0
ASV.303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104
ASV.305	0	0	0	0	0	0	0	0	0	0	0	81	14	8	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0
ASV.307	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.308	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	51	0	0
ASV.310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0
ASV.311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0
ASV.312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0
ASV.313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0
ASV.314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0
ASV.316	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	22	47	0	0	0
ASV.318	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	90	0	0	0	0	0
ASV.320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	56	0	0	0	0	0	0	0
ASV.321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0
ASV.322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0
ASV.323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	50	0	22	0	0	0	0	0
ASV.324	0	0	0	0	0	0	0	0	0	0	0	0	15	17	9	0	12	0	0	0	0	0	19	22	0	0	0
ASV.325	0	0	0	0	9	0	0	0	8	0	0	32	7	6	0	18	0	0	0	0	0	0	0	0	12	0	0
ASV.327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	52	0	0
ASV.328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0
ASV.329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0
ASV.330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0
ASV.331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0
ASV.332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	6
ASV.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89
ASV.334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0
ASV.335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0
ASV.336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0
ASV.337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0
ASV.339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0
ASV.340	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	33	0	0	0	0	0	0	0
ASV.342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	0	0
ASV.344	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.345	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0
ASV.347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	29	0	0	0	0
ASV.348	0	13	52	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	22	0	42	0	0	0	0	0
ASV.353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77
ASV.354	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	35
ASV.355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0
ASV.356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	36	0	0	0
ASV.357	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.358	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0
ASV.361	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.362	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0
ASV.364	0	0	0	0	0	0	0	0	0	0	0	43	0	11	0	0	0	0	0	0	0	0	0	16	0	0	0
ASV.365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	39	0	0	0	0	0	0	0
ASV.366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0
ASV.367	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0
ASV.368	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0
ASV.370	0	0	0	0	0	0	0	0	0	0	0	17	49	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.371	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0
ASV.373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	12	0	0	0	0	0
ASV.374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0
ASV.375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	19	0	0	0	0
ASV.376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	24	0	0	0	0	0
ASV.377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0
ASV.379	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	21	0	0	0	0	0	0	0	0	26	0	0
ASV.380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0
ASV.381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0
ASV.383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0
ASV.384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0
ASV.385	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0
ASV.387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0
ASV.388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0
ASV.391	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0
ASV.393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	40	0	0	0	0	0	0	0
ASV.394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0
ASV.395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	27	0	4	0	0	0	0	0
ASV.396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0
ASV.397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0
ASV.400	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0
ASV.402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0
ASV.403	0	0	0	0	0	0	0	0	0	0	0	35	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0
ASV.405	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0
ASV.407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	12	0	12	0	0	0	0	0
ASV.408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	18	0	7	0	0	0	0	0
ASV.409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0
ASV.410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0
ASV.411	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0
ASV.414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0
ASV.415	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.416	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	21	16	0	0
ASV.417	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.418	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0
ASV.420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	38	0	0	0	0	0
ASV.422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0
ASV.424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0
ASV.426	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.427	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0
ASV.428	0	0	0	0	7	0	2	0	0	0	0	14	19	0	7	0	0	0	0	0	0	0	0	0	0	0	0
ASV.429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0
ASV.430	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0
ASV.432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0
ASV.433	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	32	0	0	0
ASV.435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	15	0	0	0
ASV.436	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	10	0	0	0
ASV.438	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.439	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	10	0	0	0	0	0	0	0	10	0	0	0
ASV.440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	21
ASV.441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	21	0	0	0	0	0
ASV.443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0
ASV.444	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.445	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0
ASV.448	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.449	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
