SRR11948576	SRR11948577	SRR11948578	SRR11948579	SRR11948580	SRR11948581	SRR11948582	SRR11948583	SRR11948584	SRR11948585	SRR11948586	SRR11948587	SRR11948588	SRR11948589
ASV.1824	0	0	0	0	0	0	0	0	0	8	0	0	0	0
ASV.1826	0	0	0	0	0	0	0	0	0	8	0	0	0	0
ASV.1830	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV.1845	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1846	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1847	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1849	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1850	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1851	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1852	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1858	0	0	0	7	0	0	0	0	0	0	0	0	0	0
ASV.1891	0	0	0	0	0	7	0	0	0	0	0	0	0	0
ASV.1893	0	0	0	0	0	7	0	0	0	0	0	0	0	0
ASV.1899	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1901	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1902	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1916	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV.1917	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ASV.1918	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ASV.1919	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ASV.1920	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ASV.1921	0	0	0	0	0	0	0	0	5	0	2	0	0	0
ASV.1922	0	0	0	0	0	0	0	0	7	0	0	0	0	0
ASV.1923	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.1925	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.1926	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.1927	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.1928	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.1931	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.1932	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.1933	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV.1934	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ASV.1937	0	0	0	0	0	0	0	0	0	0	0	7	0	0
ASV.1947	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV.1949	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV.1953	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV.1955	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1956	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1957	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1958	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1959	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1960	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1961	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1962	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1967	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1968	6	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1969	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ASV.1974	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ASV.1975	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ASV.1990	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ASV.2004	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ASV.2006	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ASV.2007	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ASV.2009	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ASV.2010	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ASV.2012	0	0	0	0	0	0	6	0	0	0	0	0	0	0
ASV.2017	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV.2022	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV.2024	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV.2038	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV.2044	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.2045	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.2046	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.2047	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.2048	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.2049	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.2050	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.2051	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.2052	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.2057	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.2058	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.2059	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.2060	0	0	0	0	0	0	0	0	4	0	2	0	0	0
ASV.2061	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.2062	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.2063	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.2064	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.2065	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.2066	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.2067	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV.2075	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ASV.2084	0	0	0	0	0	0	0	0	0	0	0	6	0	0
ASV.2085	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV.2097	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV.2101	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV.2104	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2105	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2106	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2107	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2109	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2110	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2111	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2112	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2113	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2114	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2115	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2116	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2117	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2118	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2119	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2141	0	0	0	5	0	0	0	0	0	0	0	0	0	0
ASV.2145	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ASV.2146	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ASV.2153	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ASV.2154	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ASV.2169	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ASV.2170	0	0	0	0	0	5	0	0	0	0	0	0	0	0
ASV.2175	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV.2180	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV.2182	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV.2194	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV.2202	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV.2204	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV.2207	0	0	0	0	0	0	0	5	0	0	0	0	0	0
ASV.2210	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.2211	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.2212	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.2213	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.2214	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.2215	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.2216	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.2217	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.2218	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.2219	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.2220	0	0	0	0	0	0	0	0	2	0	3	0	0	0
ASV.2221	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.2222	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.2223	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.2224	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.2225	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.2226	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.2227	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.2231	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.2232	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.2233	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.2234	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.2235	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.2236	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.2237	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.2238	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.2239	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.2240	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.2241	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.2242	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.2243	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.2244	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.2245	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.2246	0	0	0	0	0	0	0	0	5	0	0	0	0	0
ASV.2254	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV.2258	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV.2259	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV.2262	0	0	0	0	0	0	0	0	0	5	0	0	0	0
ASV.2263	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ASV.2264	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ASV.2265	0	0	0	0	0	0	0	0	0	0	5	0	0	0
ASV.2275	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV.2281	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV.2288	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV.2289	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV.2291	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV.2292	0	0	0	0	0	0	0	0	0	0	0	0	0	5
ASV.2294	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2295	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2296	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2297	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2298	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2299	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2300	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2301	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2302	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2306	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2307	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2308	2	0	0	0	0	0	0	0	2	0	0	0	0	0
ASV.2309	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2310	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2311	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2312	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2316	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2318	0	2	0	0	0	0	0	0	0	0	0	2	0	0
ASV.2320	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2321	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2343	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ASV.2344	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ASV.2347	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ASV.2353	0	0	0	4	0	0	0	0	0	0	0	0	0	0
ASV.2356	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ASV.2357	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV.2359	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV.2360	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV.2375	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV.2376	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV.2377	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV.2385	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV.2386	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV.2387	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV.2390	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV.2391	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV.2393	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV.2394	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV.2395	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ASV.2400	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV.2409	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV.2412	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV.2414	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV.2428	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV.2438	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV.2440	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV.2445	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV.2448	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ASV.2449	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2450	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2451	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2452	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2453	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2454	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2455	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2456	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2457	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2458	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2459	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2460	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2461	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2462	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2463	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2464	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2467	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2468	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2469	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2470	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2471	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2472	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2473	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2474	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2475	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2476	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2477	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2478	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2479	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2480	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2481	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2482	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2483	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2484	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2485	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2486	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2487	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2488	0	0	0	0	0	0	0	0	4	0	0	0	0	0
ASV.2489	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV.2499	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV.2507	0	0	0	0	0	0	0	0	0	4	0	0	0	0
ASV.2508	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ASV.2512	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ASV.2513	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ASV.2514	0	0	0	0	0	0	0	0	0	0	4	0	0	0
ASV.2521	0	0	0	0	0	0	0	0	0	0	0	0	4	0
ASV.2523	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV.2524	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV.2528	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV.2538	0	0	0	0	0	0	0	0	0	0	0	0	0	4
ASV.2543	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2544	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2545	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2546	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2548	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2549	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2550	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2551	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2552	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2553	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2554	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2555	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2556	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2557	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2558	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2559	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2560	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2561	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2562	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2563	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2564	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2565	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2566	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2567	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2568	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2569	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2570	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2571	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2572	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2573	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2574	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2575	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2576	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2577	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2578	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2579	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2580	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2581	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2584	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2587	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2588	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2589	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2590	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2591	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2592	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2593	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2594	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2595	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2596	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2597	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2598	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2599	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2600	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2601	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2602	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2603	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2604	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2605	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2606	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2611	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2612	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2613	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2614	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2615	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2616	0	3	0	0	0	0	0	0	0	0	0	0	0	0
ASV.2618	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV.2619	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV.2620	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV.2633	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV.2642	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV.2643	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV.2644	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV.2649	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ASV.2662	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV.2681	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV.2691	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV.2705	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV.2706	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV.2707	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV.2708	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV.2710	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV.2711	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV.2712	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV.2713	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV.2714	0	0	0	0	0	3	0	0	0	0	0	0	0	0
ASV.2722	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ASV.2723	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV.2740	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV.2741	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV.2750	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV.2769	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV.2772	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV.2777	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.2778	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.2779	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.2780	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.2781	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.2782	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.2783	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.2784	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.2785	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.2786	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.2787	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.2788	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.2789	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.2790	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.2791	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.2792	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.2793	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.2794	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.2795	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.2796	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.2797	0	0	0	0	0	0	0	0	3	0	0	0	0	0
ASV.2798	0	0	0	0	0	0	0	0	3	0	0	0	0	0
